,cell_zid,adm_zid,geometry
615,60806,187,"POLYGON ((37.19630642353169 55.38785203720501, 37.18841593528817 55.38783218810973, 37.1805254579151 55.38781183102322, 37.18048924298375 55.39230348410221, 37.18045301788131 55.39679513384485, 37.18834528432414 55.39681549826875, 37.19623756164965 55.39683535398346, 37.19627199741873 55.39234369808398, 37.19630642353169 55.38785203720501))"
616,60808,187,"POLYGON ((37.19627199741873 55.39234369808398, 37.19623756164965 55.39683535398346, 37.20412984768441 55.39685470043454, 37.21202214314041 55.39687353762309, 37.21205478957378 55.39238187426169, 37.20416338879164 55.39236304021343, 37.20419692047725 55.38787137720644, 37.19630642353169 55.38785203720501, 37.19627199741873 55.39234369808398))"
617,60814,235,"POLYGON ((37.23572904591401 55.39243532132797, 37.23569908352292 55.39692699360088, 37.24359141415096 55.39694379372674, 37.25148375487031 55.39696008458788, 37.25937610253985 55.39697586617708, 37.25940338086259 55.3924841852085, 37.25943065151952 55.38799250200684, 37.25154009298603 55.38797672567886, 37.243649543323 55.38796044025279, 37.24362048378458 55.39245211810893, 37.23572904591401 55.39243532132797))"
618,60816,235,"POLYGON ((37.27521178937813 55.38802252735455, 37.26732121674624 55.38800776923176, 37.25943065151952 55.38799250200684, 37.25940338086259 55.3924841852085, 37.25937610253985 55.39697586617708, 37.26726845691471 55.39699113739702, 37.27516081676719 55.39700590043794, 37.27518630568795 55.39251421555867, 37.27521178937813 55.38802252735455))"
619,60818,235,"POLYGON ((37.29099295585296 55.38805051628966, 37.28310236916407 55.38803677637417, 37.27521178937813 55.38802252735455, 37.27518630568795 55.39251421555867, 37.27516081676719 55.39700590043794, 37.28305318570579 55.3970201542096, 37.29094556347922 55.39703389871062, 37.29096926299325 55.39254220916381, 37.29099295585296 55.38805051628966))"
620,60820,235,"POLYGON ((37.30677414893513 55.38807646880446, 37.29888354919369 55.38806374710006, 37.29099295585296 55.38805051628966, 37.29096926299325 55.39254220916381, 37.29094556347922 55.39703389871062, 37.29883794598301 55.39704713393338, 37.30673033489241 55.39705985988035, 37.30675224498972 55.3925681660056, 37.30677414893513 55.38807646880446))"
621,60822,248,"POLYGON ((37.30675224498972 55.3925681660056, 37.30673033489241 55.39705985988035, 37.31462272995614 55.39707207655068, 37.32251513092288 55.3970837839435, 37.32253525159403 55.39259208608038, 37.3146437453415 55.39258038063929, 37.31466475482617 55.38808868140199, 37.30677414893513 55.38807646880446, 37.30675224498972 55.3925681660056))"
622,60828,248,"POLYGON ((37.34620980324384 55.39262414724021, 37.34619236672797 55.39711585044909, 37.35408478879358 55.39712552072422, 37.36197721646892 55.39713468171925, 37.36986964757606 55.39714333343129, 37.36988439992325 55.39265162454428, 37.36989914812467 55.3881599134305, 37.36200850621809 55.38815126460275, 37.35411786870322 55.38814210666296, 37.35410133155437 55.39263381480788, 37.34620980324384 55.39262414724021))"
623,60830,248,"POLYGON ((37.38568044603475 55.38817568374936, 37.3777897941719 55.38816805314561, 37.36989914812467 55.3881599134305, 37.36988439992325 55.39265162454428, 37.36986964757606 55.39714333343129, 37.37776208282701 55.39715147586096, 37.38565452197043 55.39715910900765, 37.38566748486095 55.39266739749069, 37.38568044603475 55.38817568374936))"
624,60837,248,"POLYGON ((37.43302441327096 55.3882107759564, 37.42513374527105 55.38820620004351, 37.42512525843083 55.39269791887453, 37.41723369832997 55.39269283299801, 37.41722431437125 55.39718454765956, 37.42511676920699 55.39718963438409, 37.43300922642725 55.39719421182302, 37.44090168578073 55.39719827997604, 37.44090838553218 55.39270656302517, 37.4330168209153 55.39270249555036, 37.43302441327096 55.3882107759564))"
625,60841,248,"POLYGON ((37.45669152015818 55.39271317037069, 37.44879995203021 55.39271012129871, 37.44879414701609 55.39720183884285, 37.45668660988203 55.39720488842324, 37.4645790750905 55.39720742871726, 37.46458309062805 55.39271571024121, 37.46458710503812 55.38822398844435, 37.45669642905563 55.38822144899723, 37.45669152015818 55.39271317037069))"
626,61388,197,"POLYGON ((36.84899010660955 55.39547997492973, 36.85688173033229 55.39552172711917, 36.8568088070887 55.40001316119283, 36.86470134596185 55.40005441108816, 36.86477337358492 55.39556296903643, 36.86484538096629 55.39107152469847, 36.85695463215509 55.39103028855987, 36.84906390379352 55.39098854443186, 36.84899010660955 55.39547997492973))"
627,61390,197,"POLYGON ((36.88062694092221 55.39115246916856, 36.8727361499941 55.39111225174845, 36.86484538096629 55.39107152469847, 36.86477337358492 55.39556296903643, 36.86470134596185 55.40005441108816, 36.87259390410381 55.40009515172004, 36.88048648222661 55.40013538309073, 36.88055672047651 55.39564392754047, 36.88062694092221 55.39115246916856))"
628,61401,198,"POLYGON ((36.94369087974186 55.3959473925479, 36.94362779929544 55.40043889760054, 36.95152054594552 55.40047454495164, 36.95941331005591 55.4005096835636, 36.96730609138303 55.40054431288582, 36.96736648755228 55.39605278971113, 36.96742686676283 55.39156126317228, 36.95953587471354 55.39152664594309, 36.95164489987513 55.39149151904569, 36.95158273162951 55.39598303450435, 36.94369087974186 55.3959473925479))"
629,61403,198,"POLYGON ((36.98320890145251 55.39162897135765, 36.97531787575703 55.39159537182734, 36.96742686676283 55.39156126317228, 36.96736648755228 55.39605278971113, 36.96730609138303 55.40054431288582, 36.97519888967553 55.40057843291589, 36.98309170468216 55.40061204365148, 36.98315031130263 55.39612050863715, 36.98320890145251 55.39162897135765))"
630,61408,198,"POLYGON ((36.99893420087148 55.39618619126375, 36.99887738384628 55.4006777361335, 37.00677024748708 55.40070981897184, 37.01466312780006 55.40074139251045, 37.02255602260717 55.40077245673945, 37.02261015522836 55.39628089498225, 37.02266427263614 55.39178933096591, 37.01477316720135 55.3917582770933, 37.00688207719856 55.39172671518116, 37.00682617067579 55.39621826875741, 36.99893420087148 55.39618619126375))"
631,61410,219,"POLYGON ((37.02261015522836 55.39628089498225, 37.02255602260717 55.40077245673945, 37.03044893262046 55.40080301166059, 37.03834185760136 55.40083305617533, 37.03839420249508 55.39634148541897, 37.03050217042391 55.39631144480951, 37.03055539519172 55.39181987570785, 37.02266427263614 55.39178933096591, 37.02261015522836 55.39628089498225))"
632,61420,187,"POLYGON ((37.093638810995 55.3965375095172, 37.09359273193194 55.40102911406284, 37.1014857674901 55.40105508512247, 37.10937881575181 55.40108054575834, 37.11727187644383 55.40110549816153, 37.11731527184747 55.3966138819808, 37.11735865410252 55.39212226245407, 37.10946738290982 55.39209731836988, 37.10157612414893 55.39207186512638, 37.10153095168732 55.39656347624709, 37.093638810995 55.3965375095172))"
633,61422,187,"POLYGON ((37.13314123277867 55.39217062313771, 37.12524993747586 55.39214669737724, 37.11735865410252 55.39212226245407, 37.11731527184747 55.3966138819808, 37.11727187644383 55.40110549816153, 37.12516495028923 55.40112994123683, 37.13305803510988 55.40115387497664, 37.13309963978561 55.39666225072775, 37.13314123277867 55.39217062313771))"
634,61424,187,"POLYGON ((37.13309963978561 55.39666225072775, 37.13305803510988 55.40115387497664, 37.1409511316178 55.40117729938226, 37.14884423956159 55.40120021445212, 37.14888405638142 55.39670858248325, 37.14099184140449 55.39668567122817, 37.14103254169605 55.392194038643, 37.13314123277867 55.39217062313771, 37.13309963978561 55.39666225072775))"
635,61434,187,"POLYGON ((37.20412984768441 55.39685470043454, 37.20409629716011 55.40134635677352, 37.21198948754115 55.40136519710308, 37.21988268709565 55.4013835280839, 37.22777589557224 55.40140134971475, 37.22780676131096 55.39690968420751, 37.22783761838617 55.39241801482021, 37.21994619952236 55.39240019913104, 37.21205478957378 55.39238187426169, 37.21202214314041 55.39687353762309, 37.20412984768441 55.39685470043454))"
636,61436,235,"POLYGON ((37.22780676131096 55.39690968420751, 37.22777589557224 55.40140134971475, 37.23566911271951 55.40141866199438, 37.24356233828608 55.40143546492159, 37.24359141415096 55.39694379372674, 37.23569908352292 55.39692699360088, 37.23572904591401 55.39243532132797, 37.22783761838617 55.39241801482021, 37.22780676131096 55.39690968420751))"
637,61448,248,"POLYGON ((37.31462272995614 55.39707207655068, 37.31460170866783 55.40156376913635, 37.32249500460009 55.40157547848135, 37.33038830618621 55.4015866784631, 37.33828161317477 55.40159736908088, 37.3382999495601 55.39710567089346, 37.33831828079641 55.39261396938159, 37.33042676349606 55.39260328232807, 37.32253525159403 55.39259208608038, 37.32251513092288 55.3970837839435, 37.31462272995614 55.39707207655068))"
638,61450,248,"POLYGON ((37.3382999495601 55.39710567089346, 37.33828161317477 55.40159736908088, 37.34617492531439 55.40160755033392, 37.35406824235362 55.40161722222152, 37.35408478879358 55.39712552072422, 37.34619236672797 55.39711585044909, 37.34620980324384 55.39262414724021, 37.33831828079641 55.39261396938159, 37.3382999495601 55.39710567089346))"
639,61456,248,"POLYGON ((37.37776208282701 55.39715147586096, 37.37774822131833 55.40164318168623, 37.38564155544192 55.40165081610573, 37.39353489320806 55.40165794115681, 37.40142823629215 55.40166455684053, 37.40143941285871 55.39717284635515, 37.40145058628405 55.39268113364431, 37.39355903484143 55.39267452016794, 37.38566748486095 55.39266739749069, 37.38565452197043 55.39715910900765, 37.37776208282701 55.39715147586096))"
640,61458,248,"POLYGON ((37.41723369832997 55.39269283299801, 37.40934214086398 55.39268723792114, 37.40145058628405 55.39268113364431, 37.40143941285871 55.39717284635515, 37.40142823629215 55.40166455684053, 37.40932158058912 55.40167066315321, 37.4172149277744 55.4016762600961, 37.41722431437125 55.39718454765956, 37.41723369832997 55.39269283299801))"
641,61463,248,"POLYGON ((37.44879995203021 55.39271012129871, 37.44090838553218 55.39270656302517, 37.44090168578073 55.39719827997604, 37.43300922642725 55.39719421182302, 37.43300162980413 55.40168592587106, 37.44089498414576 55.40168999470244, 37.44878834037001 55.40169355416269, 37.45668169822542 55.40169660425156, 37.45668660988203 55.39720488842324, 37.44879414701609 55.39720183884285, 37.44879995203021 55.39271012129871))"
642,62016,197,"POLYGON ((36.87259390410381 55.40009515172004, 36.8725227512089 55.40458659553797, 36.88041622427308 55.40462683361703, 36.88830971707441 55.40466656234722, 36.89620322936152 55.40470578172581, 36.89627169743478 55.40021431639294, 36.89634014819092 55.39572284878956, 36.88844842363936 55.39568364247705, 36.88055672047651 55.39564392754047, 36.88048648222661 55.40013538309073, 36.87259390410381 55.40009515172004))"
643,62018,197,"POLYGON ((36.91212365084901 55.39579973383909, 36.90423189003572 55.3957615459079, 36.89634014819092 55.39572284878956, 36.89627169743478 55.40021431639294, 36.89620322936152 55.40470578172581, 36.90409676089955 55.4047444906537, 36.9119903114039 55.40478269132103, 36.91205699145203 55.40029121427145, 36.91212365084901 55.39579973383909))"
644,62020,198,"POLYGON ((36.92790722935535 55.39587458103753, 36.92001543039565 55.39583741148405, 36.91212365084901 55.39579973383909, 36.91205699145203 55.40029121427145, 36.9119903114039 55.40478269132103, 36.91988388063993 55.40482038262876, 36.92777747124656 55.40485756458778, 36.92784235941973 55.4003660739498, 36.92790722935535 55.39587458103753))"
645,62022,198,"POLYGON ((36.94369087974186 55.3959473925479, 36.93579904556675 55.39591124139147, 36.92790722935535 55.39587458103753, 36.92784235941973 55.4003660739498, 36.92777747124656 55.40485756458778, 36.93567107719178 55.40489423716836, 36.9435647011299 55.40493039928521, 36.94362779929544 55.40043889760054, 36.94369087974186 55.3959473925479))"
646,62029,198,"POLYGON ((36.97519888967553 55.40057843291589, 36.97513937157438 55.40506995786784, 36.98303308161336 55.40510357420797, 36.99092680812145 55.40513668116635, 36.99882055086111 55.40516927764431, 36.99887738384628 55.4006777361335, 36.99893420087148 55.39618619126375, 36.99104224798444 55.39615360455754, 36.98315031130263 55.39612050863715, 36.98309170468216 55.40061204365148, 36.97519888967553 55.40057843291589))"
647,62036,219,"POLYGON ((37.03044893262046 55.40080301166059, 37.03039567987532 55.40529457406104, 37.03828949991799 55.40532462468232, 37.04618333466985 55.40535416590662, 37.05407718387939 55.40538319773194, 37.05412775332305 55.40089161946651, 37.05417830662677 55.39640003893962, 37.04628624733762 55.39637101679388, 37.03839420249508 55.39634148541897, 37.03834185760136 55.40083305617533, 37.03044893262046 55.40080301166059))"
648,62038,198,"POLYGON ((37.06996246753994 55.39645655553559, 37.06207038011129 55.39642855185417, 37.05417830662677 55.39640003893962, 37.05412775332305 55.40089161946651, 37.05407718387939 55.40538319773194, 37.06197104922214 55.40541172016314, 37.06986492661066 55.40543973153971, 37.06991370392728 55.40094814493789, 37.06996246753994 55.39645655553559))"
649,62040,187,"POLYGON ((37.08574668322461 55.39651103519131, 37.07785456866147 55.39648404998193, 37.06996246753994 55.39645655553559, 37.06991370392728 55.40094814493789, 37.06986492661066 55.40543973153971, 37.07775881768438 55.40546723515601, 37.08565272221002 55.40549422936552, 37.08569970931783 55.40100263367765, 37.08574668322461 55.39651103519131))"
650,62042,187,"POLYGON ((37.08569970931783 55.40100263367765, 37.08565272221002 55.40549422936552, 37.09354663993616 55.40552071416638, 37.10144057061134 55.40554668955674, 37.1014857674901 55.40105508512247, 37.09359273193194 55.40102911406284, 37.093638810995 55.3965375095172, 37.08574668322461 55.39651103519131, 37.08569970931783 55.40100263367765))"
651,62050,187,"POLYGON ((37.1409511316178 55.40117729938226, 37.14091041039533 55.40566892419626, 37.14880441348392 55.40569184308728, 37.15669842776607 55.4057142520078, 37.16459245490768 55.40573615205798, 37.16463049067816 55.4012445165835, 37.16466851578087 55.39675287612681, 37.15677628062154 55.39673098338381, 37.14888405638142 55.39670858248325, 37.14884423956159 55.40120021445212, 37.1409511316178 55.40117729938226))"
652,62052,187,"POLYGON ((37.18045301788131 55.39679513384485, 37.17256076161791 55.39677425961431, 37.16466851578087 55.39675287612681, 37.16463049067816 55.4012445165835, 37.16459245490768 55.40573615205798, 37.1724864908082 55.40575754267743, 37.18038053714309 55.40577842387007, 37.18041678260388 55.40128678025134, 37.18045301788131 55.39679513384485))"
653,62054,187,"POLYGON ((37.19623756164965 55.39683535398346, 37.18834528432414 55.39681549826875, 37.18045301788131 55.39679513384485, 37.18041678260388 55.40128678025134, 37.18038053714309 55.40577842387007, 37.1882745936609 55.40579879563445, 37.19616866107366 55.40581865797158, 37.19620311619973 55.40132700764475, 37.19623756164965 55.39683535398346))"
654,62056,187,"POLYGON ((37.19620311619973 55.40132700764475, 37.19616866107366 55.40581865797158, 37.20406273720287 55.40583801087521, 37.21195682276054 55.40585685434649, 37.21198948754115 55.40136519710308, 37.20409629716011 55.40134635677352, 37.20412984768441 55.39685470043454, 37.19623756164965 55.39683535398346, 37.19620311619973 55.40132700764475))"
655,62062,235,"POLYGON ((37.23566911271951 55.40141866199438, 37.2356391334969 55.40591032705688, 37.24353325425337 55.40592713278608, 37.25142738318089 55.40594342907676, 37.25932152002797 55.40595921592782, 37.25934881656168 55.40146754271987, 37.25937610253985 55.39697586617708, 37.25148375487031 55.39696008458788, 37.24359141415096 55.39694379372674, 37.24356233828608 55.40143546492159, 37.23566911271951 55.40141866199438))"
656,62064,235,"POLYGON ((37.27516081676719 55.39700590043794, 37.26726845691471 55.39699113739702, 37.25937610253985 55.39697586617708, 37.25934881656168 55.40146754271987, 37.25932152002797 55.40595921592782, 37.26721566743358 55.40597449334366, 37.27510981743821 55.40598926130849, 37.2751353206807 55.40149758308545, 37.27516081676719 55.39700590043794))"
657,62066,235,"POLYGON ((37.29094556347922 55.39703389871062, 37.28305318570579 55.3970201542096, 37.27516081676719 55.39700590043794, 37.2751353206807 55.40149758308545, 37.27510981743821 55.40598926130849, 37.28300397653491 55.40600351983421, 37.29089814254514 55.40601726891615, 37.29092185730831 55.40152558493029, 37.29094556347922 55.39703389871062))"
658,62068,235,"POLYGON ((37.30673033489241 55.39705985988035, 37.29883794598301 55.39704713393338, 37.29094556347922 55.39703389871062, 37.29092185730831 55.40152558493029, 37.29089814254514 55.40601726891615, 37.29879231714445 55.40603050855655, 37.30668649622729 55.40604323874801, 37.30670841864084 55.40155155042895, 37.30673033489241 55.39705985988035))"
659,62070,235,"POLYGON ((37.30670841864084 55.40155155042895, 37.30668649622729 55.40604323874801, 37.31458068147428 55.40605545839652, 37.32247487262349 55.40606716969411, 37.32249500460009 55.40157547848135, 37.31460170866783 55.40156376913635, 37.31462272995614 55.39707207655068, 37.30673033489241 55.39705985988035, 37.30670841864084 55.40155155042895))"
660,62076,248,"POLYGON ((37.34617492531439 55.40160755033392, 37.34615747900121 55.40609924689489, 37.35405169126548 55.40610892039535, 37.36194590817975 55.40611808444478, 37.36984013045601 55.40612673904356, 37.36985489108871 55.40163503789883, 37.36986964757606 55.39714333343129, 37.36197721646892 55.39713468171925, 37.35408478879358 55.39712552072422, 37.35406824235362 55.40161722222152, 37.34617492531439 55.40160755033392))"
661,62078,248,"POLYGON ((37.36985489108871 55.40163503789883, 37.36984013045601 55.40612673904356, 37.37773435591571 55.40613488418897, 37.3856285852709 55.40614251988156, 37.38564155544192 55.40165081610573, 37.37774822131833 55.40164318168623, 37.37776208282701 55.39715147586096, 37.36986964757606 55.39714333343129, 37.36985489108871 55.40163503789883))"
662,62084,248,"POLYGON ((37.40932158058912 55.40167066315321, 37.40931129612234 55.40616236969046, 37.4172055385441 55.4061679675667, 37.42509978360375 55.4061730559878, 37.43299403104976 55.40617763495347, 37.43300162980413 55.40168592587106, 37.43300922642725 55.39719421182302, 37.42511676920699 55.39718963438409, 37.41722431437125 55.39718454765956, 37.4172149277744 55.4016762600961, 37.40932158058912 55.40167066315321))"
663,62089,248,"POLYGON ((37.45668169822542 55.40169660425156, 37.44878834037001 55.40169355416269, 37.44878253209483 55.40618526451718, 37.45667678519084 55.40618831511469, 37.46457104063067 55.40619085625598, 37.46457505842403 55.40169914496917, 37.4645790750905 55.39720742871726, 37.45668660988203 55.39720488842324, 37.45668169822542 55.40169660425156))"
664,62636,197,"POLYGON ((36.8488424519805 55.40446282577865, 36.84876859353842 55.40895424722132, 36.85666290105281 55.40899602029484, 36.86455723002984 55.40903728394805, 36.87245157829097 55.40907803816798, 36.8725227512089 55.40458659553797, 36.87259390410381 55.40009515172004, 36.86470134596185 55.40005441108816, 36.8568088070887 55.40001316119283, 36.85673586432516 55.40450459188756, 36.8488424519805 55.40446282577865))"
665,62647,198,"POLYGON ((36.93567107719178 55.40489423716836, 36.93560706316674 55.40938572889328, 36.94350158523073 55.40942189815036, 36.95139612020989 55.40945755793073, 36.95929067459757 55.4094927082627, 36.95935200190935 55.40500119705175, 36.95941331005591 55.4005096835636, 36.95152054594552 55.40047454495164, 36.94362779929544 55.40043889760054, 36.9435647011299 55.40493039928521, 36.93567107719178 55.40489423716836))"
666,62649,198,"POLYGON ((36.97519888967553 55.40057843291589, 36.96730609138303 55.40054431288582, 36.95941331005591 55.4005096835636, 36.95935200190935 55.40500119705175, 36.95929067459757 55.4094927082627, 36.96718524622995 55.40952734803866, 36.9750798367529 55.40956147945732, 36.97513937157438 55.40506995786784, 36.97519888967553 55.40057843291589))"
667,62654,198,"POLYGON ((36.99092680812145 55.40513668116635, 36.99086906387385 55.40962821388248, 36.99876370189595 55.4096608168928, 37.00665835589044 55.40969291043191, 37.01455302561927 55.40972449340121, 37.01460808395962 55.4052329446321, 37.01466312780006 55.40074139251045, 37.00677024748708 55.40070981897184, 36.99887738384628 55.4006777361335, 36.99882055086111 55.40516927764431, 36.99092680812145 55.40513668116635))"
668,62656,198,"POLYGON ((37.03044893262046 55.40080301166059, 37.02255602260717 55.40077245673945, 37.01466312780006 55.40074139251045, 37.01460808395962 55.4052329446321, 37.01455302561927 55.40972449340121, 37.02244771080381 55.40975556799136, 37.03034241120619 55.40978613310378, 37.03039567987532 55.40529457406104, 37.03044893262046 55.40080301166059))"
669,62667,187,"POLYGON ((37.09354663993616 55.40552071416638, 37.09350053499148 55.41001231092442, 37.10139536103512 55.41003829064649, 37.10929019978123 55.41006376087135, 37.11718505097824 55.41008872159722, 37.11722846980302 55.4055971120989, 37.11727187644383 55.40110549816153, 37.10937881575181 55.40108054575834, 37.1014857674901 55.40105508512247, 37.10144057061134 55.40554668955674, 37.09354663993616 55.40552071416638))"
670,62669,187,"POLYGON ((37.13305803510988 55.40115387497664, 37.12516495028923 55.40112994123683, 37.11727187644383 55.40110549816153, 37.11722846980302 55.4055971120989, 37.11718505097824 55.41008872159722, 37.1250799143746 55.41011317282241, 37.13297479068235 55.4101371145481, 37.13301641874702 55.40564549588454, 37.13305803510988 55.40115387497664))"
671,62671,187,"POLYGON ((37.13301641874702 55.40564549588454, 37.13297479068235 55.4101371145481, 37.1408696777327 55.41016054567035, 37.14876457621753 55.41018346838342, 37.14880441348392 55.40569184308728, 37.14091041039533 55.40566892419626, 37.1409511316178 55.40117729938226, 37.13305803510988 55.40115387497664, 37.13301641874702 55.40564549588454))"
672,62681,187,"POLYGON ((37.20406273720287 55.40583801087521, 37.20402916782542 55.41032966054696, 37.21192414881101 55.41034850716066, 37.21981913897711 55.41036684425574, 37.22771413807214 55.41038467183096, 37.22774502116293 55.40589301189035, 37.22777589557224 55.40140134971475, 37.21988268709565 55.4013835280839, 37.21198948754115 55.40136519710308, 37.21195682276054 55.40585685434649, 37.20406273720287 55.40583801087521))"
673,62683,187,"POLYGON ((37.22774502116293 55.40589301189035, 37.22771413807214 55.41038467183096, 37.23560914584451 55.41040198988505, 37.24350416204974 55.41041879732041, 37.24353325425337 55.40592713278608, 37.2356391334969 55.40591032705688, 37.23566911271951 55.40141866199438, 37.22777589557224 55.40140134971475, 37.22774502116293 55.40589301189035))"
674,62695,248,"POLYGON ((37.31458068147428 55.40605545839652, 37.31455964836814 55.41054714542781, 37.32245473498599 55.41055885867848, 37.33034982726203 55.410570062396, 37.33824492494468 55.41058075657965, 37.33826327163845 55.40608906394406, 37.33828161317477 55.40159736908088, 37.33038830618621 55.4015866784631, 37.32249500460009 55.40157547848135, 37.32247487262349 55.40606716969411, 37.31458068147428 55.40605545839652))"
675,62697,248,"POLYGON ((37.33826327163845 55.40608906394406, 37.33824492494468 55.41058075657965, 37.3461400277823 55.41059094122866, 37.35403513552333 55.41060061634234, 37.35405169126548 55.40610892039535, 37.34615747900121 55.40609924689489, 37.34617492531439 55.40160755033392, 37.33828161317477 55.40159736908088, 37.33826327163845 55.40608906394406))"
676,62703,248,"POLYGON ((37.37773435591571 55.40613488418897, 37.37772048661428 55.41062658446587, 37.38561561145277 55.41063422143186, 37.39351073993662 55.41064134885951, 37.40140587374145 55.41064796674989, 37.40141705658997 55.40615626235951, 37.40142823629215 55.40166455684053, 37.39353489320806 55.40165794115681, 37.38564155544192 55.40165081610573, 37.3856285852709 55.40614251988156, 37.37773435591571 55.40613488418897))"
677,62705,248,"POLYGON ((37.40141705658997 55.40615626235951, 37.40140587374145 55.41064796674989, 37.40930100876115 55.41065407509936, 37.41719614667136 55.41065967390913, 37.4172055385441 55.4061679675667, 37.40931129612234 55.40616236969046, 37.40932158058912 55.40167066315321, 37.40142823629215 55.40166455684053, 37.40141705658997 55.40615626235951))"
678,62709,248,"POLYGON ((37.42509978360375 55.4061730559878, 37.42509128722045 55.41066476317884, 37.43298643015683 55.41066934290811, 37.44088157522889 55.41067341309666, 37.44877672218502 55.41067697374419, 37.44878253209483 55.40618526451718, 37.44878834037001 55.40169355416269, 37.44089498414576 55.40168999470244, 37.43300162980413 55.40168592587106, 37.43299403104976 55.40617763495347, 37.42509978360375 55.4061730559878))"
679,63261,197,"POLYGON ((36.86455723002984 55.40903728394805, 36.86448514171418 55.41352871420837, 36.87238038541182 55.41356947522462, 36.88027564911332 55.41360972672494, 36.88817093258408 55.41364946761012, 36.88824033457577 55.40915801666743, 36.88830971707441 55.40466656234722, 36.88041622427308 55.40462683361703, 36.8725227512089 55.40458659553797, 36.87245157829097 55.40907803816798, 36.86455723002984 55.40903728394805))"
680,63263,197,"POLYGON ((36.90409676089955 55.4047444906537, 36.89620322936152 55.40470578172581, 36.88830971707441 55.40466656234722, 36.88824033457577 55.40915801666743, 36.88817093258408 55.41364946761012, 36.89606623553843 55.41368870007023, 36.90396155774197 55.41372742300617, 36.90402916880758 55.40923595906544, 36.90409676089955 55.4047444906537))"
681,63265,198,"POLYGON ((36.91988388063993 55.40482038262876, 36.9119903114039 55.40478269132103, 36.90409676089955 55.4047444906537, 36.90402916880758 55.40923595906544, 36.90396155774197 55.41372742300617, 36.91185689894312 55.41376563641529, 36.91975225890639 55.41380333919852, 36.91981807901675 55.4093118625995, 36.91988388063993 55.40482038262876))"
682,63267,198,"POLYGON ((36.93567107719178 55.40489423716836, 36.92777747124656 55.40485756458778, 36.91988388063993 55.40482038262876, 36.91981807901675 55.4093118625995, 36.91975225890639 55.41380333919852, 36.92764763734784 55.41384053354608, 36.93554303403219 55.41387721835901, 36.93560706316674 55.40938572889328, 36.93567107719178 55.40489423716836))"
683,63274,198,"POLYGON ((36.96718524622995 55.40952734803866, 36.96712479913788 55.41401886167019, 36.97502028326279 55.4140529987726, 36.98291578606271 55.41408662523743, 36.99081130340252 55.41411974323881, 36.99086906387385 55.40962821388248, 36.99092680812145 55.40513668116635, 36.98303308161336 55.40510357420797, 36.97513937157438 55.40506995786784, 36.9750798367529 55.40956147945732, 36.96718524622995 55.40952734803866))"
684,63281,198,"POLYGON ((37.02244771080381 55.40975556799136, 37.02239353254697 55.41424711968303, 37.03028912852135 55.41427768989277, 37.03818473946778 55.41430775053774, 37.04608036515351 55.41433729997119, 37.04613185762821 55.40984573434239, 37.04618333466985 55.40535416590662, 37.03828949991799 55.40532462468232, 37.03039567987532 55.40529457406104, 37.03034241120619 55.40978613310378, 37.02244771080381 55.40975556799136))"
685,63283,198,"POLYGON ((37.06197104922214 55.40541172016314, 37.05407718387939 55.40538319773194, 37.04618333466985 55.40535416590662, 37.04613185762821 55.40984573434239, 37.04608036515351 55.41433729997119, 37.05397600625255 55.41436634148391, 37.06187166060507 55.41439487342213, 37.06192136093319 55.40990329818979, 37.06197104922214 55.40541172016314))"
686,63285,198,"POLYGON ((37.07775881768438 55.40546723515601, 37.06986492661066 55.40543973153971, 37.06197104922214 55.40541172016314, 37.06192136093319 55.40990329818979, 37.06187166060507 55.41439487342213, 37.06976732892316 55.4144228957875, 37.07766301095514 55.41445040857804, 37.07771092200608 55.40995882409224, 37.07775881768438 55.40546723515601))"
687,63287,187,"POLYGON ((37.09354663993616 55.40552071416638, 37.08565272221002 55.40549422936552, 37.07775881768438 55.40546723515601, 37.07771092200608 55.40995882409224, 37.07766301095514 55.41445040857804, 37.08555870837678 55.41447741179842, 37.09345441708167 55.41450390543358, 37.09350053499148 55.41001231092442, 37.09354663993616 55.40552071416638))"
688,63296,187,"POLYGON ((37.1408696777327 55.41016054567035, 37.14082893362052 55.41465216435297, 37.14872472775329 55.41467509088892, 37.15662053308346 55.41469750783267, 37.16451634935937 55.41471941518267, 37.16455440651497 55.41022778528627, 37.16459245490768 55.40573615205798, 37.15669842776607 55.4057142520078, 37.14880441348392 55.40569184308728, 37.14876457621753 55.41018346838342, 37.1408696777327 55.41016054567035))"
689,63298,187,"POLYGON ((37.18038053714309 55.40577842387007, 37.1724864908082 55.40575754267743, 37.16459245490768 55.40573615205798, 37.16455440651497 55.41022778528627, 37.16451634935937 55.41471941518267, 37.17241217632936 55.41474081293741, 37.18030801566918 55.41476170110045, 37.18034428150393 55.41027006360483, 37.18038053714309 55.40577842387007))"
690,63300,187,"POLYGON ((37.19616866107366 55.40581865797158, 37.1882745936609 55.40579879563445, 37.18038053714309 55.40577842387007, 37.18034428150393 55.41027006360483, 37.18030801566918 55.41476170110045, 37.18820386328094 55.41478207856373, 37.19609972178662 55.41480194752625, 37.19613419627192 55.41031030441594, 37.19616866107366 55.40581865797158))"
